vector_class,lambda_index,lambda_m,gap_index,gap_m,harmonic,quadrature,value_N_m
YUKAWA,GRID_12,+1.00000000000000002e-03,16,+2.15443469003188210e-03,6,RE,-1.95670832335288606e-32
YUKAWA,GRID_12,+1.00000000000000002e-03,16,+2.15443469003188210e-03,6,IM,+4.26251775871873675e-17
YUKAWA,GRID_12,+1.00000000000000002e-03,17,+2.61015721568253574e-03,2,RE,-1.83826593302528558e-32
YUKAWA,GRID_12,+1.00000000000000002e-03,17,+2.61015721568253574e-03,2,IM,+1.10546656239046576e-17
YUKAWA,GRID_12,+1.00000000000000002e-03,17,+2.61015721568253574e-03,4,RE,-1.62374110379106864e-32
YUKAWA,GRID_12,+1.00000000000000002e-03,17,+2.61015721568253574e-03,4,IM,+2.02570520964405092e-17
YUKAWA,GRID_12,+1.00000000000000002e-03,17,+2.61015721568253574e-03,6,RE,-1.33748009211582370e-32
YUKAWA,GRID_12,+1.00000000000000002e-03,17,+2.61015721568253574e-03,6,IM,+2.63003156838468839e-17
YUKAWA,GRID_12,+1.00000000000000002e-03,18,+3.16227766016837939e-03,2,RE,-1.44019081857508221e-32
YUKAWA,GRID_12,+1.00000000000000002e-03,18,+3.16227766016837939e-03,2,IM,+6.22469978986333808e-18
YUKAWA,GRID_12,+1.00000000000000002e-03,18,+3.16227766016837939e-03,4,RE,-1.16748925390335119e-32
YUKAWA,GRID_12,+1.00000000000000002e-03,18,+3.16227766016837939e-03,4,IM,+1.13641090037367784e-17
YUKAWA,GRID_12,+1.00000000000000002e-03,18,+3.16227766016837939e-03,6,RE,-7.68583519527222719e-33
YUKAWA,GRID_12,+1.00000000000000002e-03,18,+3.16227766016837939e-03,6,IM,+1.46642700298591825e-17
YUKAWA,GRID_12,+1.00000000000000002e-03,19,+3.83118684955728508e-03,2,RE,-5.25276060400414552e-34
YUKAWA,GRID_12,+1.00000000000000002e-03,19,+3.83118684955728508e-03,2,IM,+3.10757818289290064e-18
YUKAWA,GRID_12,+1.00000000000000002e-03,19,+3.83118684955728508e-03,4,RE,-1.43442921011835527e-33
YUKAWA,GRID_12,+1.00000000000000002e-03,19,+3.83118684955728508e-03,4,IM,+5.64784845396613620e-18
YUKAWA,GRID_12,+1.00000000000000002e-03,19,+3.83118684955728508e-03,6,RE,-1.39285269604961105e-33
YUKAWA,GRID_12,+1.00000000000000002e-03,19,+3.83118684955728508e-03,6,IM,+7.23410458652973285e-18
YUKAWA,GRID_12,+1.00000000000000002e-03,20,+4.64158883361277721e-03,2,RE,-1.63371557079044637e-33
YUKAWA,GRID_12,+1.00000000000000002e-03,20,+4.64158883361277721e-03,2,IM,+1.34141347304081742e-18
YUKAWA,GRID_12,+1.00000000000000002e-03,20,+4.64158883361277721e-03,4,RE,-1.65571767171963229e-33
YUKAWA,GRID_12,+1.00000000000000002e-03,20,+4.64158883361277721e-03,4,IM,+2.42466848812496119e-18
YUKAWA,GRID_12,+1.00000000000000002e-03,20,+4.64158883361277721e-03,6,RE,-1.91971257386517488e-33
YUKAWA,GRID_12,+1.00000000000000002e-03,20,+4.64158883361277721e-03,6,IM,+3.07785006063386770e-18
YUKAWA,GRID_12,+1.00000000000000002e-03,21,+5.62341325190349097e-03,2,RE,-8.02234123017845540e-34
YUKAWA,GRID_12,+1.00000000000000002e-03,21,+5.62341325190349097e-03,2,IM,+4.85716678713188918e-19
YUKAWA,GRID_12,+1.00000000000000002e-03,21,+5.62341325190349097e-03,4,RE,-7.27137990342263070e-34
YUKAWA,GRID_12,+1.00000000000000002e-03,21,+5.62341325190349097e-03,4,IM,+8.72162971500709050e-19
YUKAWA,GRID_12,+1.00000000000000002e-03,21,+5.62341325190349097e-03,6,RE,-6.94250613638919206e-34
YUKAWA,GRID_12,+1.00000000000000002e-03,21,+5.62341325190349097e-03,6,IM,+1.09510946318792453e-18
YUKAWA,GRID_12,+1.00000000000000002e-03,22,+6.81292069057960834e-03,2,RE,-6.02241377359906103e-35
YUKAWA,GRID_12,+1.00000000000000002e-03,22,+6.81292069057960834e-03,2,IM,+1.42229122080647789e-19
YUKAWA,GRID_12,+1.00000000000000002e-03,22,+6.81292069057960834e-03,4,RE,-7.75048964017319600e-35
YUKAWA,GRID_12,+1.00000000000000002e-03,22,+6.81292069057960834e-03,4,IM,+2.53347521809777897e-19
YUKAWA,GRID_12,+1.00000000000000002e-03,22,+6.81292069057960834e-03,6,RE,-1.21699987691082291e-34
YUKAWA,GRID_12,+1.00000000000000002e-03,22,+6.81292069057960834e-03,6,IM,+3.13932768254620725e-19
YUKAWA,GRID_12,+1.00000000000000002e-03,23,+8.25404185268018183e-03,2,RE,-1.52386407962724525e-35
YUKAWA,GRID_12,+1.00000000000000002e-03,23,+8.25404185268018183e-03,2,IM,+3.22233782424699767e-20
YUKAWA,GRID_12,+1.00000000000000002e-03,23,+8.25404185268018183e-03,4,RE,-1.60997441124825054e-35
YUKAWA,GRID_12,+1.00000000000000002e-03,23,+8.25404185268018183e-03,4,IM,+5.68421426675950471e-20
YUKAWA,GRID_12,+1.00000000000000002e-03,23,+8.25404185268018183e-03,6,RE,-2.97738960081270826e-35
YUKAWA,GRID_12,+1.00000000000000002e-03,23,+8.25404185268018183e-03,6,IM,+6.93157845806412319e-20
YUKAWA,GRID_12,+1.00000000000000002e-03,24,+1.00000000000000002e-02,2,RE,-3.62074323160684825e-36
YUKAWA,GRID_12,+1.00000000000000002e-03,24,+1.00000000000000002e-02,2,IM,+5.35437090148617679e-21
YUKAWA,GRID_12,+1.00000000000000002e-03,24,+1.00000000000000002e-02,4,RE,-2.85573398867588588e-36
YUKAWA,GRID_12,+1.00000000000000002e-03,24,+1.00000000000000002e-02,4,IM,+9.33421094139310064e-21
YUKAWA,GRID_12,+1.00000000000000002e-03,24,+1.00000000000000002e-02,6,RE,-3.70599490363197837e-36
YUKAWA,GRID_12,+1.00000000000000002e-03,24,+1.00000000000000002e-02,6,IM,+1.11635789996465051e-20
YUKAWA,GRID_13,+1.46779926762206914e-03,0,+1.00000000000000005e-04,2,RE,-8.04774047599579204e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,0,+1.00000000000000005e-04,2,IM,+6.81739913919468549e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,0,+1.00000000000000005e-04,4,RE,-6.54996508329091586e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,0,+1.00000000000000005e-04,4,IM,+1.22701875340400186e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,0,+1.00000000000000005e-04,6,RE,-6.50275857525566213e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,0,+1.00000000000000005e-04,6,IM,+1.54957573009710543e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,1,+1.21152765862858885e-04,2,RE,-6.95167426907672439e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,1,+1.21152765862858885e-04,2,IM,+6.71261296635644858e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,1,+1.21152765862858885e-04,4,RE,-5.54668332154635329e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,1,+1.21152765862858885e-04,4,IM,+1.20790716302642272e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,1,+1.21152765862858885e-04,6,RE,-6.19074978920372482e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,1,+1.21152765862858885e-04,6,IM,+1.52492195777671996e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,2,+1.46779926762206892e-04,2,RE,-4.51856109995847756e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,2,+1.46779926762206892e-04,2,IM,+6.58783503638877491e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,2,+1.46779926762206892e-04,4,RE,-7.20549159430414200e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,2,+1.46779926762206892e-04,4,IM,+1.18515453596924925e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,2,+1.46779926762206892e-04,6,RE,-6.47942635816490775e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,2,+1.46779926762206892e-04,6,IM,+1.49558220484338324e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,3,+1.77827941003892270e-04,2,RE,-9.44634237588150800e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,3,+1.77827941003892270e-04,2,IM,+6.43979214050778866e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,3,+1.77827941003892270e-04,4,RE,-9.02652953027452665e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,3,+1.77827941003892270e-04,4,IM,+1.15816711930197916e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,3,+1.77827941003892270e-04,6,RE,-8.86294298831123829e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,3,+1.77827941003892270e-04,6,IM,+1.46079733432708910e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,4,+2.15443469003188449e-04,2,RE,-6.45667364169522156e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,4,+2.15443469003188449e-04,2,IM,+6.26492049797338355e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,4,+2.15443469003188449e-04,4,RE,-5.20064316823143499e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,4,+2.15443469003188449e-04,4,IM,+1.12629963922927131e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,4,+2.15443469003188449e-04,6,RE,-4.92219466054539382e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,4,+2.15443469003188449e-04,6,IM,+1.41974483808126741e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,5,+2.61015721568253574e-04,2,RE,-6.35083268129249630e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,5,+2.61015721568253574e-04,2,IM,+6.05945963705960314e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,5,+2.61015721568253574e-04,4,RE,-7.66206354287679453e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,5,+2.61015721568253574e-04,4,IM,+1.08887296089423669e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,5,+2.61015721568253574e-04,6,RE,-5.62948304418263307e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,5,+2.61015721568253574e-04,6,IM,+1.37156273505576285e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,6,+3.16227766016837939e-04,2,RE,-8.27635625074465668e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,6,+3.16227766016837939e-04,2,IM,+5.81961620982624863e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,6,+3.16227766016837939e-04,4,RE,-8.30087966958345376e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,6,+3.16227766016837939e-04,4,IM,+1.04520462823021862e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,6,+3.16227766016837939e-04,6,RE,-6.41779375148774112e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,6,+3.16227766016837939e-04,6,IM,+1.31539033845714604e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,7,+3.83118684955728529e-04,2,RE,-9.25779040951580946e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,7,+3.83118684955728529e-04,2,IM,+5.54182130920255821e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,7,+3.83118684955728529e-04,4,RE,-6.96500421540008975e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,7,+3.83118684955728529e-04,4,IM,+9.94656560519621202e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,7,+3.83118684955728529e-04,6,RE,-6.00027932276397387e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,7,+3.83118684955728529e-04,6,IM,+1.25043135706461962e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,8,+4.64158883361277732e-04,2,RE,-9.15926816578650255e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,8,+4.64158883361277732e-04,2,IM,+5.22310551102043221e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,8,+4.64158883361277732e-04,4,RE,-7.09548676606099637e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,8,+4.64158883361277732e-04,4,IM,+9.36704251080716208e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,8,+4.64158883361277732e-04,6,RE,-4.46205033182518993e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,8,+4.64158883361277732e-04,6,IM,+1.17604477629420599e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,9,+5.62341325190349097e-04,2,RE,-5.88598169377310373e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,9,+5.62341325190349097e-04,2,IM,+4.86161087902447840e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,9,+5.62341325190349097e-04,4,RE,-4.49404883504501881e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,9,+5.62341325190349097e-04,4,IM,+8.71030819727920617e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,9,+5.62341325190349097e-04,6,RE,-3.37844998954429066e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,9,+5.62341325190349097e-04,6,IM,+1.09186750291638957e-15
YUKAWA,GRID_13,+1.46779926762206914e-03,10,+6.81292069057960856e-04,2,RE,-4.60138228665869597e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,10,+6.81292069057960856e-04,2,IM,+4.45724414800999647e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,10,+6.81292069057960856e-04,4,RE,-4.91002487745847108e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,10,+6.81292069057960856e-04,4,IM,+7.97646404043966365e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,10,+6.81292069057960856e-04,6,RE,-3.88028343694594975e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,10,+6.81292069057960856e-04,6,IM,+9.97968793444609800e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,11,+8.25404185268018118e-04,2,RE,-3.90336851950412783e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,11,+8.25404185268018118e-04,2,IM,+4.01244472979829844e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,11,+8.25404185268018118e-04,4,RE,-4.20065846148237100e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,11,+8.25404185268018118e-04,4,IM,+7.17027633787511884e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,11,+8.25404185268018118e-04,6,RE,-3.44497925818925740e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,11,+8.25404185268018118e-04,6,IM,+8.95028739229479027e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,12,+1.00000000000000002e-03,2,RE,-1.96278470759612042e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,12,+1.00000000000000002e-03,2,IM,+3.53298988598307202e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,12,+1.00000000000000002e-03,4,RE,-3.32377599941889501e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,12,+1.00000000000000002e-03,4,IM,+6.30262404382379469e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,12,+1.00000000000000002e-03,6,RE,-2.94429266287884458e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,12,+1.00000000000000002e-03,6,IM,+7.84520444867060268e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,13,+1.21152765862858765e-03,2,RE,-2.40297644366597356e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,13,+1.21152765862858765e-03,2,IM,+3.02868602770830478e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,13,+1.21152765862858765e-03,4,RE,-2.01562360288505110e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,13,+1.21152765862858765e-03,4,IM,+5.39171687196166510e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,13,+1.21152765862858765e-03,6,RE,-1.93209859791150368e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,13,+1.21152765862858765e-03,6,IM,+6.68857986139278593e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,14,+1.46779926762206914e-03,2,RE,-2.32676099899128096e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,14,+1.46779926762206914e-03,2,IM,+2.51370847320744450e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,14,+1.46779926762206914e-03,4,RE,-2.16888244615871071e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,14,+1.46779926762206914e-03,4,IM,+4.46364459300761785e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,14,+1.46779926762206914e-03,6,RE,-2.43176727202173012e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,14,+1.46779926762206914e-03,6,IM,+5.51452400919062081e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,15,+1.77827941003892275e-03,2,RE,-2.46418005147093031e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,15,+1.77827941003892275e-03,2,IM,+2.00627984747775985e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,15,+1.77827941003892275e-03,4,RE,-2.20666024623251862e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,15,+1.77827941003892275e-03,4,IM,+3.55169295611116679e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,15,+1.77827941003892275e-03,6,RE,-1.85504769016117180e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,15,+1.77827941003892275e-03,6,IM,+4.36603164824860165e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,16,+2.15443469003188210e-03,2,RE,-9.24198937891696685e-32
YUKAWA,GRID_13,+1.46779926762206914e-03,16,+2.15443469003188210e-03,2,IM,+1.52737325020917220e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,16,+2.15443469003188210e-03,4,RE,-1.10555862761767495e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,16,+2.15443469003188210e-03,4,IM,+2.69386741152561844e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,16,+2.15443469003188210e-03,6,RE,-1.05967906503312835e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,16,+2.15443469003188210e-03,6,IM,+3.29156165491865038e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,17,+2.61015721568253574e-03,2,RE,-1.14493550985814422e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,17,+2.61015721568253574e-03,2,IM,+1.09826487287396889e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,17,+2.61015721568253574e-03,4,RE,-1.34080247945064863e-31
YUKAWA,GRID_13,+1.46779926762206914e-03,17,+2.61015721568253574e-03,4,IM,+1.92833839934143962e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,17,+2.61015721568253574e-03,6,RE,-7.87990065149208306e-32
YUKAWA,GRID_13,+1.46779926762206914e-03,17,+2.61015721568253574e-03,6,IM,+2.33898490288720173e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,18,+3.16227766016837939e-03,2,RE,-7.23536379480392974e-32
YUKAWA,GRID_13,+1.46779926762206914e-03,18,+3.16227766016837939e-03,2,IM,+7.37104548317202514e-17
YUKAWA,GRID_13,+1.46779926762206914e-03,18,+3.16227766016837939e-03,4,RE,-8.98201316988045114e-32
YUKAWA,GRID_13,+1.46779926762206914e-03,18,+3.16227766016837939e-03,4,IM,+1.28716908726005478e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,18,+3.16227766016837939e-03,6,RE,-7.44169154893046497e-32
YUKAWA,GRID_13,+1.46779926762206914e-03,18,+3.16227766016837939e-03,6,IM,+1.54747780192646001e-16
YUKAWA,GRID_13,+1.46779926762206914e-03,19,+3.83118684955728508e-03,2,RE,-6.34165011480318408e-33
YUKAWA,GRID_13,+1.46779926762206914e-03,19,+3.83118684955728508e-03,2,IM,+4.55201064631120961e-17
YUKAWA,GRID_13,+1.46779926762206914e-03,19,+3.83118684955728508e-03,4,RE,-1.42925351290668328e-32
YUKAWA,GRID_13,+1.46779926762206914e-03,19,+3.83118684955728508e-03,4,IM,+7.89654348150225335e-17
YUKAWA,GRID_13,+1.46779926762206914e-03,19,+3.83118684955728508e-03,6,RE,-5.25955987542986535e-33
YUKAWA,GRID_13,+1.46779926762206914e-03,19,+3.83118684955728508e-03,6,IM,+9.39191107935561247e-17
YUKAWA,GRID_13,+1.46779926762206914e-03,20,+4.64158883361277721e-03,2,RE,-1.78099964099562238e-32
YUKAWA,GRID_13,+1.46779926762206914e-03,20,+4.64158883361277721e-03,2,IM,+2.54239869817334218e-17
YUKAWA,GRID_13,+1.46779926762206914e-03,20,+4.64158883361277721e-03,4,RE,-1.68618238001208269e-32
YUKAWA,GRID_13,+1.46779926762206914e-03,20,+4.64158883361277721e-03,4,IM,+4.37516328893577113e-17
YUKAWA,GRID_13,+1.46779926762206914e-03,20,+4.64158883361277721e-03,6,RE,-9.54296910266563572e-33
YUKAWA,GRID_13,+1.46779926762206914e-03,20,+4.64158883361277721e-03,6,IM,+5.13629165324948401e-17
YUKAWA,GRID_13,+1.46779926762206914e-03,21,+5.62341325190349097e-03,2,RE,-7.56348365702763369e-33
YUKAWA,GRID_13,+1.46779926762206914e-03,21,+5.62341325190349097e-03,2,IM,+1.25782858716464368e-17
YUKAWA,GRID_13,+1.46779926762206914e-03,21,+5.62341325190349097e-03,4,RE,-9.18163099344468371e-33
YUKAWA,GRID_13,+1.46779926762206914e-03,21,+5.62341325190349097e-03,4,IM,+2.14362150564080787e-17
YUKAWA,GRID_13,+1.46779926762206914e-03,21,+5.62341325190349097e-03,6,RE,-8.73710559211406088e-33
YUKAWA,GRID_13,+1.46779926762206914e-03,21,+5.62341325190349097e-03,6,IM,+2.47709437522074757e-17
YUKAWA,GRID_13,+1.46779926762206914e-03,22,+6.81292069057960834e-03,2,RE,-3.37153985703186019e-33
YUKAWA,GRID_13,+1.46779926762206914e-03,22,+6.81292069057960834e-03,2,IM,+5.37580308701067723e-18
YUKAWA,GRID_13,+1.46779926762206914e-03,22,+6.81292069057960834e-03,4,RE,-2.76527768198035795e-33
YUKAWA,GRID_13,+1.46779926762206914e-03,22,+6.81292069057960834e-03,4,IM,+9.05412850128604760e-18
YUKAWA,GRID_13,+1.46779926762206914e-03,22,+6.81292069057960834e-03,6,RE,-2.98725613890823971e-33
YUKAWA,GRID_13,+1.46779926762206914e-03,22,+6.81292069057960834e-03,6,IM,+1.02642342146428986e-17
YUKAWA,GRID_13,+1.46779926762206914e-03,23,+8.25404185268018183e-03,2,RE,-2.43718746417538484e-34
YUKAWA,GRID_13,+1.46779926762206914e-03,23,+8.25404185268018183e-03,2,IM,+1.92557299840806798e-18
YUKAWA,GRID_13,+1.46779926762206914e-03,23,+8.25404185268018183e-03,4,RE,-8.45154950495344372e-34
YUKAWA,GRID_13,+1.46779926762206914e-03,23,+8.25404185268018183e-03,4,IM,+3.19703692162624696e-18
YUKAWA,GRID_13,+1.46779926762206914e-03,23,+8.25404185268018183e-03,6,RE,-9.46447511384774971e-34
YUKAWA,GRID_13,+1.46779926762206914e-03,23,+8.25404185268018183e-03,6,IM,+3.54121022839953712e-18
YUKAWA,GRID_13,+1.46779926762206914e-03,24,+1.00000000000000002e-02,2,RE,-3.32161773248311507e-34
YUKAWA,GRID_13,+1.46779926762206914e-03,24,+1.00000000000000002e-02,2,IM,+5.57300219689278684e-19
YUKAWA,GRID_13,+1.46779926762206914e-03,24,+1.00000000000000002e-02,4,RE,-1.24501181143256655e-34
YUKAWA,GRID_13,+1.46779926762206914e-03,24,+1.00000000000000002e-02,4,IM,+9.09356387217108163e-19
YUKAWA,GRID_13,+1.46779926762206914e-03,24,+1.00000000000000002e-02,6,RE,-1.68589902830440913e-34
YUKAWA,GRID_13,+1.46779926762206914e-03,24,+1.00000000000000002e-02,6,IM,+9.79329701087274086e-19
YUKAWA,GRID_14,+2.15443469003188210e-03,0,+1.00000000000000005e-04,2,RE,-1.78174197139349702e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,0,+1.00000000000000005e-04,2,IM,+2.59254868649135429e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,0,+1.00000000000000005e-04,4,RE,-2.36313056609909069e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,0,+1.00000000000000005e-04,4,IM,+4.42850633242325815e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,0,+1.00000000000000005e-04,6,RE,-1.58686498574052659e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,0,+1.00000000000000005e-04,6,IM,+5.16689162920419745e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,1,+1.21152765862858885e-04,2,RE,-1.18508842857152672e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,1,+1.21152765862858885e-04,2,IM,+2.56440409129090823e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,1,+1.21152765862858885e-04,4,RE,-1.17226251088161013e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,1,+1.21152765862858885e-04,4,IM,+4.37909685906056791e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,1,+1.21152765862858885e-04,6,RE,-8.43653943821519007e-31
YUKAWA,GRID_14,+2.15443469003188210e-03,1,+1.21152765862858885e-04,6,IM,+5.10677106040650057e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,2,+1.46779926762206892e-04,2,RE,-1.06401433106239283e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,2,+1.46779926762206892e-04,2,IM,+2.53072191847213724e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,2,+1.46779926762206892e-04,4,RE,-1.08600401293373872e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,2,+1.46779926762206892e-04,4,IM,+4.31998538710882977e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,2,+1.46779926762206892e-04,6,RE,-1.15024335611187370e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,2,+1.46779926762206892e-04,6,IM,+5.03488318021100974e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,3,+1.77827941003892270e-04,2,RE,-2.07521047243135893e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,3,+1.77827941003892270e-04,2,IM,+2.49051689552541435e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,3,+1.77827941003892270e-04,4,RE,-2.41818041384874640e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,3,+1.77827941003892270e-04,4,IM,+4.24945470578983002e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,3,+1.77827941003892270e-04,6,RE,-2.00001805488179622e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,3,+1.77827941003892270e-04,6,IM,+4.94916269767631993e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,4,+2.15443469003188449e-04,2,RE,-1.37779893487760723e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,4,+2.15443469003188449e-04,2,IM,+2.44267606457638367e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,4,+2.15443469003188449e-04,4,RE,-1.61717679520784929e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,4,+2.15443469003188449e-04,4,IM,+4.16556942149210641e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,4,+2.15443469003188449e-04,6,RE,-1.10899078216024136e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,4,+2.15443469003188449e-04,6,IM,+4.84729036038564556e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,5,+2.61015721568253574e-04,2,RE,-1.47575880941123812e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,5,+2.61015721568253574e-04,2,IM,+2.38596488206866558e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,5,+2.61015721568253574e-04,4,RE,-1.79024808652718366e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,5,+2.61015721568253574e-04,4,IM,+4.06618907667704816e-15
YUKAWA,GRID_14,+2.15443469003188210e-03,5,+2.61015721568253574e-04,6,RE,-1.41788826502345888e-30
YUKAWA,GRID_14,+2.15443469003188210e-03,5,+2.61015721568253574e-04,6,IM,+4.72671352428721369e-15
